tweet_id,retweet_count,favorite_count
842535590457499648,3448,17892
842163532590374912,5684,24131
842115215311396866,2983,13819
841833993020538882,14795,0
841680585030541313,7685,25452
841439858740625411,3623,12512
841320156043304961,5417,19599
841314665196081154,4570,15679
841077006473256960,5227,22612
840761248237133825,1741,0
840728873075638272,15853,0
840698636975636481,2,174
840696689258311684,959,12167
840632337062862849,1741,8905
840370681858686976,4489,16289
840268004936019968,5644,19082
839990271299457024,2243,13302
839549326359670784,7643,27216
839290600511926273,141,0
839239871831150596,6441,26882
838952994649550848,3941,19491
838921590096166913,2032,11049
838916489579200512,35,0
838831947270979586,10871,0
838561493054533637,1320,10865
838476387338051585,4711,22310
838201503651401729,9919,0
838150277551247360,327,1660
838085839343206401,1,138
838083903487373313,3096,17481
837820167694528512,7766,33830
837482249356513284,440,3827
837471256429613056,2249,12694
837110210464448512,2341,15951
836989968035819520,2272,12685
836753516572119041,4594,19219
836677758902222849,2204,12549
836648853927522308,553,0
836397794269200385,27229,0
836380477523124226,2960,14677
836260088725786625,4264,21187
836001077879255040,4213,18982
835685285446955009,8059,0
835574547218894849,3591,17696
835536468978302976,1682,0
835309094223372289,20742,0
835297930240217089,2986,16387
835264098648616962,1682,7694
835246439529840640,73,2092
835172783151792128,5715,26034
835152434251116546,2986,22298
834931633769889797,1624,10750
834786237630337024,5451,21275
834574053763584002,2511,13584
834477809192075265,10556,0
834458053273591808,1668,9563
834209720923721728,4717,20487
834167344700198914,3640,15747
834089966724603904,2119,10007
834086379323871233,2193,13012
833863086058651648,2394,13374
833826103416520705,3749,18000
833732339549220864,221,0
833722901757046785,3202,20747
833479644947025920,2039,14802
833124694597443584,4808,20124
832998151111966721,2191,13216
832769181346996225,39,0
832757312314028032,3601,16818
832682457690300417,2894,11833
832645525019123713,529,2913
832636094638288896,2769,15804
832397543355072512,2204,11936
832369877331693569,3171,17157
832273440279240704,2331,11324
832215909146226688,6178,0
832215726631055365,9273,0
832088576586297345,2,62
832040443403784192,9574,0
832032802820481025,4635,17823
831939777352105988,6104,23917
831926988323639298,34,335
831911600680497154,6470,27539
831670449226514432,1809,10416
831650051525054464,1920,7112
831552930092285952,2307,8964
831322785565769729,1543,9264
831315979191906304,1122,6529
831309418084069378,2460,11738
831262627380748289,2037,11888
830956169170665475,1494,7955
830583320585068544,16698,66665
830173239259324417,5662,0
830097400375152640,2926,9776
829878982036299777,4994,0
829861396166877184,1934,12217
829501995190984704,10556,31700
829449946868879360,2012,10462
829141528400556032,7316,24358
829011960981237760,16268,53125
828801551087042563,3413,0
828770345708580865,5851,25566
828708714936930305,11151,36466
828650029636317184,1343,9499
828409743546925057,1164,6350
828408677031882754,1288,7674
828381636999917570,2211,12578
828376505180889089,1070,7371
828372645993398273,2933,12560
828361771580813312,173,2194
828046555563323392,2873,11742
828011680017821696,2147,10349
827933404142436356,5243,20098
827653905312006145,3021,15506
827600520311402496,943,7455
827324948884643840,3040,15850
827199976799354881,2218,10581
826958653328592898,4994,21580
826848821049180160,10148,36344
826615380357632002,3984,0
826598799820865537,250,5128
826598365270007810,2338,10067
826476773533745153,4188,18431
826240494070030336,2607,13321
826204788643753985,925,4892
826115272272650244,3115,15666
825876512159186944,1868,10508
825829644528148480,2490,12759
825535076884762624,17577,56968
825147591692263424,4544,18315
825120256414846976,1254,0
825026590719483904,1254,6317
824796380199809024,5501,0
824775126675836928,3514,14936
824663926340194305,1778,10548
824325613288833024,10543,11873
824297048279236611,3862,15093
824025158776213504,603,4841
823939628516474880,2714,10659
823719002937630720,11212,0
823699002998870016,2525,14025
823581115634085888,2626,13064
823333489516937216,25,702
823322678127919110,4030,15779
823269594223824897,9905,0
822975315408461824,3458,17378
822872901745569793,43329,131950
822859134160621569,2282,13309
822647212903690241,6416,0
822610361945911296,2960,14871
822489057087389700,6416,18231
822462944365645825,14332,28111
822244816520155136,9905,35080
822163064745328640,4772,0
821886076407029760,2311,11360
821813639212650496,3366,0
821765923262631936,1664,8441
821522889702862852,1767,8065
821421320206483457,5611,0
821407182352777218,4349,11814
821153421864615936,10,257
821149554670182400,1986,8681
821107785811234820,2143,9648
821044531881721856,2289,12727
820837357901512704,6755,0
820749716845686786,9919,31689
820690176645140481,3241,12278
820494788566847489,567,0
820446719150292993,2576,0
820314633777061888,567,3364
820078625395449857,6312,19915
820013781606658049,1180,0
819952236453363712,1180,5356
819924195358416896,4903,12981
819711362133872643,3126,13447
819588359383371776,1997,9693
819347104292290561,1212,7259
819238181065359361,409,2282
819227688460238848,6755,23184
819015337530290176,37075,0
819015331746349057,19065,0
819006400881917954,19065,45573
819004803107983360,37075,87423
818646164899774465,21121,0
818627210458333184,7582,22532
818614493328580609,2573,9903
818588835076603904,6174,0
818536468981415936,2469,10967
818307523543449600,8138,0
818259473185828864,2280,11089
818145370475810820,2586,12355
817908911860748288,808,4889
817827839487737858,27229,51965
817777686764523521,2709,10821
817536400337801217,2983,11847
817502432452313088,3410,0
817423860136083457,14795,34044
817415592588222464,951,5640
817181837579653120,8515,0
817171292965273600,2035,8823
817120970343411712,2610,12305
817056546584727552,1655,8652
816829038950027264,4744,0
816816676327063552,2051,10078
816697700272001025,2207,9865
816450570814898180,8138,30618
816336735214911488,1957,8666
816091915477250048,2160,9010
816062466425819140,1029,0
816014286006976512,5305,0
815990720817401858,1029,4982
815966073409433600,8515,22593
815745968457060357,4161,0
815736392542261248,2277,9922
815639385530101762,1665,8297
815390420867969024,3832,10442
814986499976527872,1285,7724
814638523311648768,2718,11369
814578408554463233,5890,0
814530161257443328,1878,8718
814153002265309185,8747,28987
813944609378369540,3217,0
813910438903693312,1878,9379
813812741911748608,14101,36719
813800681631023104,1776,8389
813217897535406080,7356,18809
813202720496779264,1831,9320
813187593374461952,4397,20043
813172488309972993,1942,9358
813157409116065792,2232,7847
813142292504645637,2404,8557
813130366689148928,452,4508
813127251579564032,3165,11954
813112105746448384,2769,10397
813096984823349248,3660,10670
813081950185472002,2811,9984
813066809284972545,1975,8026
813051746834595840,7437,21176
812781120811126785,1923,7648
812709060537683968,1447,6665
812503143955202048,1233,6134
812466873996607488,1952,8031
812372279581671427,3696,13775
811985624773361665,1418,7341
811744202451197953,1613,7624
811647686436880384,751,5674
811627233043480576,3112,12901
811386762094317568,6456,21125
810984652412424192,1452,5389
810896069567610880,1791,9110
810657578271330305,2678,11081
810284430598270976,11420,35613
810254108431155201,3413,14860
809920764300447744,3984,15708
809808892968534016,4938,0
809448704142938112,1480,7012
809220051211603969,5662,20132
809084759137812480,3571,13380
808838249661788160,3071,10230
808733504066486276,2192,7991
808501579447930884,2629,11435
808344865868283904,21121,43001
808134635716833280,6001,0
808106460588765185,2231,8895
808001312164028416,3579,12668
807621403335917568,3665,14746
807106840509214720,56043,119520
807059379405148160,7430,0
807010152071229440,3908,13237
806629075125202948,35042,75545
806620845233815552,5599,0
806576416489959424,1973,4952
806542213899489280,2386,10341
806242860592926720,11769,0
806219024703037440,1208,6511
805958939288408065,5434,0
805932879469572096,1947,8372
805826884734976000,1850,6644
805823200554876929,8111,0
805520635690676224,1677,5827
805487436403003392,2554,8897
805207613751304193,1740,7925
804738756058218496,3851,13866
804475857670639616,2032,6207
804413760345620481,3272,0
804026241225523202,16350,44987
803773340896923648,2771,10180
803692223237865472,7524,0
803638050916102144,4194,11067
803380650405482500,1891,7866
803321560782307329,5391,0
803276597545603072,2488,10158
802952499103731712,2030,9121
802624713319034886,2950,0
802600418706604034,1485,7191
802572683846291456,2541,9040
802323869084381190,5901,16398
802265048156610565,1391,6841
802239329049477120,2656,9187
802185808107208704,276,0
801958328846974976,1739,7853
801854953262350336,240,1805
801538201127157760,2100,8318
801285448605831168,829,6132
801167903437357056,6001,24748
801127390143516673,4000,0
801115127852503040,2124,8174
800859414831898624,98,694
800855607700029440,1631,0
800751577355128832,2829,10687
800513324630806528,3026,13280
800459316964663297,2196,9627
800443802682937345,4376,0
800388270626521089,2845,11278
800188575492947969,3999,0
800141422401830912,2576,15466
800018252395122689,13336,28719
799774291445383169,4744,0
799757965289017345,2195,8499
799422933579902976,1951,8165
799308762079035393,5537,0
799297110730567681,2795,10005
799063482566066176,2497,8168
798933969379225600,4522,13248
798925684722855936,1457,7596
798705661114773508,6732,0
798701998996647937,7887,0
798697898615730177,6614,0
798694562394996736,5026,0
798686750113755136,2367,0
798682547630837760,4787,0
798673117451325440,5617,0
798665375516884993,3962,0
798644042770751489,1876,0
798628517273620480,2001,0
798585098161549313,5772,0
798576900688019456,5924,0
798340744599797760,3374,0
798209839306514432,2596,10542
797971864723324932,3150,11730
797545162159308800,4930,14724
797236660651966464,6656,20195
797165961484890113,26,226
796904159865868288,9045,0
796865951799083009,1947,7788
796759840936919040,3063,11974
796563435802726400,7364,0
796484825502875648,1781,7665
796387464403357696,4197,11134
796177847564038144,14448,0
796149749086875649,14448,32619
796125600683540480,1831,5017
796116448414461957,2449,9208
796080075804475393,2341,8568
796031486298386433,3755,10928
795464331001561088,23913,50123
795400264262053889,2906,10184
795076730285391872,5501,16382
794983741416415232,3414,0
794926597468000259,2328,10354
794355576146903043,10424,0
794332329137291264,2720,9700
794205286408003585,3364,9334
793962221541933056,4938,17016
793845145112371200,1889,9338
793614319594401792,3173,0
793601777308463104,1644,8073
793500921481273345,2403,10787
793286476301799424,9273,24863
793271401113350145,2425,8803
793256262322548741,8442,20190
793241302385262592,3338,10631
793226087023144960,2909,9946
793210959003287553,2834,9031
793195938047070209,5695,15458
793180763617361921,2027,7020
793165685325201412,2825,9526
793150605191548928,1722,6254
793135492858580992,2528,6500
793120401413079041,3969,12808
792913359805018113,4030,14506
792883833364439040,4321,11431
792773781206999040,1697,7442
792394556390137856,4341,13604
792050063153438720,1824,7229
791821351946420224,21352,0
791784077045166082,9699,0
791780927877898241,3871,0
791774931465953280,22440,45628
791672322847637504,3173,11886
791406955684368384,4161,13275
791312159183634433,2566,8888
791026214425268224,4151,0
790987426131050500,2160,9938
790946055508652032,4744,16828
790723298204217344,2338,0
790698755171364864,1948,8312
790581949425475584,7228,20867
790337589677002753,1906,7916
790277117346975746,3217,12711
790227638568808452,3612,0
789986466051088384,2338,9363
789960241177853952,4165,0
789903600034189313,4183,10461
789628658055020548,1789,7578
789599242079838210,1949,6848
789530877013393408,3414,11853
789314372632018944,2317,8752
789280767834746880,4998,0
789268448748703744,2631,9211
789137962068021249,2818,9829
788908386943430656,12618,27719
788765914992902144,10424,27618
788552643979468800,7258,0
788412144018661376,5325,15716
788178268662984705,2116,7302
788150585577050112,1301,6189
788070120937619456,3461,0
788039637453406209,1334,6198
787810552592695296,3084,8705
787717603741622272,2802,10372
787397959788929025,2871,11011
787322443945877504,1758,7858
787111942498508800,6829,0
786963064373534720,8059,26907
786729988674449408,2447,0
786709082849828864,6178,18401
786664955043049472,2579,10700
786595970293370880,3152,9539
786363235746385920,3534,10995
786286427768250368,2865,8051
786233965241827333,4772,15406
786051337297522688,155,1434
786036967502913536,7075,0
785927819176054784,3216,11495
785872687017132033,1829,6756
785639753186217984,2258,7926
785533386513321988,2013,9210
785515384317313025,1270,6182
785264754247995392,1645,7327
785170936622350336,4875,12150
784826020293709826,3272,10187
784517518371221505,2560,9050
784431430411685888,1278,5759
784183165795655680,8111,20245
784057939640352768,11212,30024
783839966405230592,10871,30302
783821107061198850,1994,7416
783695101801398276,3236,10547
783466772167098368,2266,8532
783391753726550016,5523,17018
783347506784731136,5594,0
783334639985389568,11769,29380
783085703974514689,2218,8215
782969140009107456,7430,24320
782747134529531904,1420,7526
782722598790725632,5434,17399
782598640137187329,1888,7861
782305867769217024,5611,16771
782021823840026624,6246,0
781955203444699136,3395,11211
781661882474196992,2728,10504
781655249211752448,1137,4020
781524693396357120,5599,20883
781308096455073793,2571,7192
781251288990355457,2088,8502
781163403222056960,2762,9881
780931614150983680,7364,21788
780858289093574656,2029,7234
780800785462489090,1309,5520
780601303617732608,3366,12200
780543529827336192,1752,6346
780496263422808064,3706,0
780476555013349377,113,0
780459368902959104,1083,5335
780192070812196864,2251,8769
780092040432480260,2308,0
780074436359819264,5001,12255
779834332596887552,7075,19015
779377524342161408,3123,8848
779124354206535695,18391,0
779056095788752897,4561,14839
778990705243029504,7233,20083
778774459159379968,9937,0
778764940568104960,363,872
778748913645780993,1319,6933
778650543019483137,1505,5800
778624900596654080,1011,4662
778408200802557953,4347,13697
778396591732486144,12284,0
778383385161035776,1105,5872
778286810187399168,3307,10425
778039087836069888,2657,8554
778027034220126208,1617,6579
777953400541634568,3545,0
777885040357281792,1635,6370
777684233540206592,2950,11272
777641927919427584,4240,0
777621514455814149,2509,8782
777189768882946048,4319,14346
776819012571455488,13740,0
776813020089548800,1209,4903
776477788987613185,2793,8864
776249906839351296,9163,0
776218204058357768,15927,30000
776201521193218049,2526,9664
776113305656188928,4376,11815
776088319444877312,151,1850
775898661951791106,16564,0
775842724423557120,2661,11746
775733305207554048,4000,13931
775729183532220416,4615,13033
775364825476165632,2977,7423
775350846108426240,3920,10207
775085132600442880,4744,15606
774757898236878852,1791,8640
774639387460112384,1735,6761
774314403806253056,5537,21841
773985732834758656,3868,10752
773922284943896577,1753,6421
773704687002451968,1633,6627
773670353721753600,1313,5379
773547596996571136,6174,22187
773336787167145985,5080,0
773308824254029826,7487,23372
773247561583001600,3259,9497
773191612633579521,4141,10029
772877495989305348,3883,8580
772826264096874500,2353,8089
772615324260794368,3385,0
772581559778025472,1698,6519
772193107915964416,1395,6058
772152991789019136,1131,3809
772117678702071809,741,3790
772114945936949249,468,2735
772102971039580160,945,4007
771908950375665664,1905,6600
771770456517009408,3374,12034
771500966810099713,2613,8279
771380798096281600,5080,10506
771171053431250945,7467,0
771136648247640064,2924,9174
771102124360998913,1444,6256
771014301343748096,1658,6877
770787852854652928,1200,4931
770772759874076672,1417,5176
770655142660169732,1770,7358
770414278348247044,2100,6340
770293558247038976,1475,6260
770093767776997377,3055,0
770069151037685760,2302,7612
769940425801170949,9574,31367
769695466921623552,1685,6421
769335591808995329,7731,0
769212283578875904,1719,5401
768970937022709760,6509,14379
768909767477751808,2671,0
768855141948723200,890,4205
768609597686943744,1202,4129
768596291618299904,1281,5047
768554158521745409,5849,0
768473857036525572,3429,13635
768193404517830656,3545,10881
767884188863397888,1380,4745
767754930266464257,5391,16014
767500508068192258,2336,7508
767191397493538821,3757,12321
767122157629476866,2852,10184
766864461642756096,5624,0
766793450729734144,1352,5074
766714921925144576,377,2615
766693177336135680,794,4012
766423258543644672,1586,5999
766313316352462849,1886,6802
766078092750233600,2620,0
766069199026450432,851,4229
766008592277377025,495,3741
765719909049503744,2147,7241
765669560888528897,1219,5193
765395769549590528,3377,26622
765371061932261376,2163,7071
765222098633691136,3385,11625
764857477905154048,1773,6456
764259802650378240,1496,6018
763956972077010945,54,759
763837565564780549,4151,12571
763183847194451968,1467,5386
763167063695355904,3007,0
763103485927849985,2290,7354
762699858130116608,3612,12127
762471784394268675,6398,11217
762464539388485633,4165,10288
762316489655476224,1120,4802
762035686371364864,15516,31817
761976711479193600,2002,5402
761750502866649088,3903,0
761745352076779520,859,4268
761672994376806400,29022,49435
761599872357261312,1185,4118
761371037149827077,18020,0
761334018830917632,1446,5189
761292947749015552,1083,4484
761227390836215808,1560,5322
761004547850530816,3461,11312
760893934457552897,973,3810
760656994973933572,1902,6578
760641137271070720,1292,4973
760539183865880579,3610,7549
760521673607086080,1384,4212
760290219849637889,11449,26736
760252756032651264,866,3943
760190180481531904,1794,5686
760153949710192640,30,0
759943073749200896,2074,5942
759923798737051648,5624,14653
759846353224826880,1958,6725
759793422261743616,1899,5947
759557299618865152,1178,4681
759447681597108224,2447,8462
759446261539934208,484,1670
759197388317847553,1941,6064
759159934323924993,1150,0
759099523532779520,4153,14477
759047813560868866,1999,6468
758854675097526272,893,3539
758828659922702336,3820,11198
758740312047005698,1607,5722
758474966123810816,995,3794
758467244762497024,2202,4769
758405701903519748,1900,5202
758355060040593408,1064,3392
758099635764359168,9937,19008
758041019896193024,372,2695
757741869644341248,3231,6853
757729163776290825,7893,0
757725642876129280,1202,4528
757611664640446465,1102,4554
757597904299253760,299,0
757596066325864448,1048,4322
757400162377592832,6821,15080
757393109802180609,1725,5795
757354760399941633,1410,4504
756998049151549440,1975,6257
756939218950160384,1996,6624
756651752796094464,1294,5028
756526248105566208,3558,10381
756303284449767430,1088,3914
756288534030475264,17605,43817
756275833623502848,1519,6385
755955933503782912,2862,7295
755206590534418437,5331,16379
755110668769038337,11030,21101
754874841593970688,7857,0
754856583969079297,2500,6881
754747087846248448,514,2580
754482103782404096,1944,5263
754449512966619136,729,3740
754120377874386944,2350,7854
753655901052166144,2157,5815
753420520834629632,3544,7863
753398408988139520,1887,5725
753375668877008896,2308,7604
753298634498793472,5662,0
753294487569522689,1034,3355
753039830821511168,20742,36954
753026973505581056,956,3909
752932432744185856,6829,12571
752917284578922496,1566,6904
752701944171524096,2836,0
752682090207055872,1582,5978
752660715232722944,1547,4363
752568224206688256,2269,5469
752519690950500352,3420,7334
752334515931054080,1088,3796
752309394570878976,16142,0
752173152931807232,1823,5946
751950017322246144,907,3044
751937170840121344,1320,5168
751830394383790080,1932,5778
751793661361422336,2880,5798
751598357617971201,3023,7882
751583847268179968,1092,4370
751538714308972544,1253,5012
751456908746354688,992,3198
751251247299190784,5835,12438
751205363882532864,1800,6290
751132876104687617,1292,5041
750868782890057730,1349,4762
750719632563142656,4998,13100
750506206503038976,1134,4419
750429297815552001,4240,13101
750383411068534784,1141,4532
750381685133418496,27,690
750147208377409536,954,3086
750132105863102464,1286,3593
750117059602808832,1297,4306
750101899009982464,834,3030
750086836815486976,528,2156
750071704093859840,3303,7787
750056684286914561,890,3145
750041628174217216,609,3157
750026558547456000,784,2709
750011400160841729,901,3230
749996283729883136,808,3057
749981277374128128,2445,5089
749774190421639168,1307,4640
749417653287129088,1624,6075
749403093750648834,530,2603
749395845976588288,3408,8507
749317047558017024,2215,5463
749075273010798592,2053,5723
749064354620928000,1507,4779
749036806121881602,788,3073
748977405889503236,3369,10707
748932637671223296,2225,5775
748705597323898880,943,2763
748699167502000129,1569,4713
748692773788876800,1320,4222
748575535303884801,1957,6028
748568946752774144,665,2187
748346686624440324,1218,5182
748337862848962560,4059,7574
748324050481647620,751,3654
748307329658011649,703,3643
748220828303695873,7707,14024
747963614829678593,2116,5735
747933425676525569,2509,6552
747885874273214464,961,2920
747844099428986880,745,2801
747816857231626240,1148,4815
747651430853525504,153,1374
747648653817413632,5788,12778
747600769478692864,552,2310
747594051852075008,1046,3646
747512671126323200,1594,5490
747461612269887489,1031,3838
747439450712596480,1895,5372
747242308580548608,2883,0
747219827526344708,1548,5211
747204161125646336,915,3350
747103485104099331,3926,9485
746906459439529985,294,2876
746872823977771008,2108,5931
746818907684614144,1723,5275
746790600704425984,1586,4826
746757706116112384,3871,9500
746726898085036033,1777,5993
746542875601690625,1862,4993
746521445350707200,975,0
746507379341139972,1073,4616
746369468511756288,1615,6134
746131877086527488,2171,6849
746056683365994496,802,3528
745789745784041472,1055,3981
745712589599014916,2301,6941
745433870967832576,2508,7015
745422732645535745,2409,8497
745314880350101504,2724,7114
745074613265149952,3443,7759
745057283344719872,2232,7189
744995568523612160,608,2947
744971049620602880,2654,7803
744709971296780288,1545,5562
744334592493166593,2080,6721
744234799360020481,76853,154729
744223424764059648,358,1647
743980027717509120,1079,4127
743895849529389061,952,3612
743835915802583040,2047,0
743609206067040256,1364,4426
743595368194129920,6452,18162
743545585370791937,930,3496
743510151680958465,3694,7854
743253157753532416,1209,4185
743222593470234624,1889,6134
743210557239623680,1341,3795
742534281772302336,3524,7004
742528092657332225,1941,4367
742465774154047488,3871,7181
742423170473463808,3706,9717
742385895052087300,1941,6723
742161199639494656,1350,4286
742150209887731712,1527,5057
741793263812808706,1493,4495
741743634094141440,2715,8076
741438259667034112,817,3642
741303864243200000,3158,8690
741099773336379392,5435,9869
741067306818797568,3055,9413
740995100998766593,2696,6290
740711788199743490,923,3362
740699697422163968,771,2819
740676976021798912,6732,17964
740373189193256964,13137,34625
740365076218183684,425,2430
740359016048689152,851,3260
740214038584557568,1935,6614
739979191639244800,5849,19729
739932936087216128,1063,4004
739844404073074688,848,3763
739623569819336705,1334,3727
739606147276148736,1633,5327
739544079319588864,20928,39028
739485634323156992,2886,7063
739238157791694849,57117,114420
738891149612572673,6,109
738885046782832640,1128,3730
738883359779196928,782,3267
738537504001953792,1510,5019
738402415918125056,813,3212
738184450748633089,1197,4264
738166403467907072,3300,8659
738156290900254721,627,2469
737826014890496000,1739,5202
737800304142471168,3412,9861
737678689543020544,1290,4973
737445876994609152,4392,10109
737322739594330112,803,3559
737310737551491075,7299,14456
736736130620620800,1699,4196
736392552031657984,7258,17458
736365877722001409,1225,3912
736225175608430592,2737,8009
736010884653420544,2932,7780
735991953473572864,1131,3550
735648611367784448,1083,3979
735635087207878657,2315,6082
735274964362878976,4948,12834
735256018284875776,864,3282
735137028879360001,958,3086
734912297295085568,517,2711
734787690684657664,6182,12346
734776360183431168,529,2465
734559631394082816,391,1464
733828123016450049,767,3526
733822306246479872,1007,3617
733482008106668032,936,3094
733460102733135873,1257,4133
733109485275860992,16564,49494
732732193018155009,527,2399
732726085725589504,878,3506
732585889486888962,767,3610
732375214819057664,2473,7962
732005617171337216,5305,14677
731285275100512256,975,3436
