tweet_id,retweet_count,favorite_count
731156023742988288,1247,3773
730924654643314689,1943,6052
730573383004487680,2095,4821
730427201120833536,1028,3432
730211855403241472,1039,3757
730196704625098752,1863,4763
729854734790754305,1103,3969
729838605770891264,376,1691
729823566028484608,1226,3912
729463711119904772,2278,5702
729113531270991872,317,1847
728986383096946689,808,3097
728760639972315136,1668,4606
728751179681943552,665,2717
728653952833728512,1017,3259
728409960103686147,1965,4842
728387165835677696,946,3646
728046963732717569,1177,4236
728035342121635841,1640,4496
728015554473250816,1086,4052
727685679342333952,634,2918
727644517743104000,1714,5780
727524757080539137,1197,4408
727314416056803329,725,3285
727286334147182592,798,3005
727175381690781696,1362,3851
727155742655025152,1307,3565
726935089318363137,2398,6758
726887082820554753,1497,3781
726828223124897792,988,3506
726224900189511680,1122,4359
725842289046749185,2620,6964
725786712245440512,1347,4109
725729321944506368,1752,5122
725458796924002305,606,1394
724983749226668032,1285,3672
724771698126512129,624,2311
724405726123311104,1624,5196
724049859469295616,1747,4259
724046343203856385,545,2617
724004602748780546,1516,4116
723912936180330496,1214,3822
723688335806480385,2882,7554
723673163800948736,872,2963
723179728551723008,1830,5226
722974582966214656,1535,4040
722613351520608256,1606,4882
721503162398597120,1805,4547
721001180231503872,601,2493
720785406564900865,753,3064
720775346191278080,649,2420
720415127506415616,1472,4055
720389942216527872,2458,6258
720340705894408192,962,2818
720059472081784833,1105,3799
720043174954147842,1969,4836
719991154352222208,1710,4764
719704490224398336,1401,4465
719551379208073216,1865,4961
719367763014393856,729,2751
719339463458033665,1208,4365
719332531645071360,929,3375
718971898235854848,1056,3428
718939241951195136,1723,5165
718631497683582976,7887,18573
718613305783398402,475,2402
718540630683709445,998,2417
718460005985447936,515,2655
718454725339934721,1488,4781
718246886998687744,491,1876
718234618122661888,970,3806
717841801130979328,594,2413
717790033953034240,1088,2832
717537687239008257,1819,5687
717428917016076293,439,1587
717421804990701568,826,3109
717047459982213120,1896,6187
717009362452090881,944,3192
716802964044845056,1148,4224
716791146589110272,1547,8033
716730379797970944,417,1212
716447146686459905,5760,12846
716439118184652801,205,2340
716285507865542656,1037,2727
716080869887381504,1864,6660
715928423106027520,863,3144
715758151270801409,1410,3660
715733265223708672,1657,4581
715704790270025728,558,2748
715696743237730304,1268,3851
715680795826982913,1583,4236
715360349751484417,1536,5385
715342466308784130,685,2995
715220193576927233,638,2386
715200624753819648,1849,5059
715009755312439296,1207,4088
714982300363173890,1015,3676
714962719905021952,4181,7235
714957620017307648,1389,4065
714631576617938945,977,3221
714606013974974464,910,3578
714485234495041536,1105,2641
714258258790387713,711,2984
714251586676113411,821,3222
714214115368108032,854,2236
714141408463036416,1368,4256
713919462244790272,778,3245
713909862279876608,529,1865
713900603437621249,730,2790
713761197720473600,1346,4785
713411074226274305,1279,4374
713177543487135744,2787,7110
713175907180089344,1451,4393
712809025985978368,6614,18755
712717840512598017,4887,12146
712668654853337088,1197,4120
712438159032893441,1538,5241
712309440758808576,25,238
712097430750289920,1015,3726
712092745624633345,873,2898
712085617388212225,478,3225
712065007010385924,610,2229
711998809858043904,125,0
711968124745228288,2260,7938
711743778164514816,970,2794
711732680602345472,4034,8697
711694788429553666,18019,32365
711652651650457602,899,3797
711363825979756544,1111,3590
711306686208872448,723,3255
711008018775851008,602,2954
710997087345876993,1368,4497
710844581445812225,675,2507
710833117892898816,522,2647
710658690886586372,551,2272
710609963652087808,2330,4727
710588934686908417,1829,4468
710296729921429505,723,2342
710283270106132480,515,2117
710272297844797440,1230,4464
710269109699739648,1098,2356
710153181850935296,877,2858
710140971284037632,867,2712
710117014656950272,1960,5397
709918798883774466,1071,3438
709901256215666688,99,656
709852847387627521,1183,3469
709566166965075968,1183,3493
709556954897764353,1055,3236
709519240576036864,234,1472
709449600415961088,561,2190
709409458133323776,669,2574
709225125749587968,566,2381
709207347839836162,5682,12335
709198395643068416,634,2398
709179584944730112,662,1974
709158332880297985,409,2009
709042156699303936,1601,4667
708853462201716736,650,1777
708845821941387268,884,2936
708834316713893888,492,1660
708810915978854401,6806,16232
708738143638450176,798,2713
708711088997666817,705,2500
708479650088034305,670,2510
708469915515297792,802,3057
708400866336894977,9892,15749
708356463048204288,1292,3529
708349470027751425,723,2311
708149363256774660,1529,4226
708130923141795840,838,3335
708119489313951744,967,2656
708109389455101952,543,1918
708026248782585858,1902,4330
707995814724026368,1108,3091
707983188426153984,2,50
707969809498152960,953,2665
707776935007539200,944,3239
707741517457260545,605,2458
707738799544082433,2420,4025
707693576495472641,972,3351
707629649552134146,857,2542
707610948723478529,6246,16732
707420581654872064,683,2235
707411934438625280,588,2271
707387676719185920,1264,3447
707377100785885184,1075,3233
707315916783140866,631,2441
707297311098011648,769,2735
707059547140169728,662,2558
707038192327901184,777,2156
707021089608753152,1336,4027
707014260413456384,588,2281
706904523814649856,7731,14378
706901761596989440,585,2026
706681918348251136,963,3259
706644897839910912,1074,2535
706593038911545345,624,2125
706538006853918722,1408,3431
706516534877929472,1021,3075
706346369204748288,910,3404
706310011488698368,7799,21011
706291001778950144,473,1676
706265994973601792,922,2699
706169069255446529,2169,3849
706166467411222528,1579,5094
706153300320784384,381,1462
705975130514706432,721,3066
705970349788291072,880,3131
705898680587526145,541,2334
705786532653883392,510,1906
705591895322394625,1133,3127
705475953783398401,894,2916
705442520700944385,1596,4375
705428427625635840,1656,3761
705239209544720384,740,2968
705223444686888960,787,2555
705102439679201280,511,2111
705066031337840642,613,2156
704871453724954624,1100,4226
704859558691414016,532,2222
704847917308362754,1503,5000
704819833553219584,969,2608
704761120771465216,2883,6564
704499785726889984,1000,2877
704491224099647488,76,744
704480331685040129,1056,3344
704364645503647744,3501,7885
704347321748819968,346,1563
704134088924532736,452,1489
704113298707505153,565,1831
704054845121142784,903,2886
703774238772166656,452,1826
703769065844768768,1129,3231
703631701117943808,673,2543
703611486317502464,1507,3789
703425003149250560,1348,3759
703407252292673536,687,2409
703382836347330562,1125,3471
703356393781329922,382,1894
703268521220972544,542,1955
703079050210877440,3029,7290
703041949650034688,12284,25994
702932127499816960,714,2546
702899151802126337,448,1593
702684942141153280,1060,3189
702671118226825216,550,2174
702598099714314240,3382,12086
702539513671897089,946,2851
702332542343577600,1525,3138
702321140488925184,1028,3234
702276748847800320,756,2433
702217446468493312,1322,4704
701981390485725185,977,3413
701952816642965504,1010,3799
701889187134500865,1366,3494
701805642395348998,1649,3374
701601587219795968,444,2071
701570477911896070,913,2776
701545186879471618,602,2625
701214700881756160,5026,12051
700890391244103680,559,2195
700864154249383937,611,2565
700847567345688576,496,2424
700796979434098688,925,2407
700747788515020802,9163,22532
700518061187723268,786,2575
700505138482569216,557,2263
700462010979500032,1765,4075
700167517596164096,718,2599
700151421916807169,662,2215
700143752053182464,2671,7440
700062718104104960,681,2618
700029284593901568,580,2049
700002074055016451,1320,3275
699801817392291840,937,3024
699788877217865730,503,2203
699779630832685056,1214,2705
699775878809702401,596,1939
699691744225525762,4541,10155
699446877801091073,2577,5872
699434518667751424,508,2139
699423671849451520,320,1342
699413908797464576,620,2051
699370870310113280,432,1865
699323444782047232,851,3118
699088579889332224,624,2217
699079609774645248,646,2420
699072405256409088,1179,2933
699060279947165696,1773,3702
699036661657767936,1184,2574
698989035503689728,961,3306
698953797952008193,890,2643
698907974262222848,617,2506
698710712454139905,671,2433
698703483621523456,373,1433
698635131305795584,336,1279
698549713696649216,617,2291
698355670425473025,442,1826
698342080612007937,942,2245
698262614669991936,1970,4699
698195409219559425,5890,16559
698178924120031232,731,2779
697995514407682048,329,1498
697990423684476929,1279,3251
697943111201378304,665,2361
697881462549430272,1159,2978
697630435728322560,533,1722
697616773278015490,997,3114
697596423848730625,1244,2976
697575480820686848,493,2021
697516214579523584,1096,2027
697482927769255936,659,2387
697463031882764288,1381,3376
697270446429966336,1845,4639
697259378236399616,988,3258
697255105972801536,1150,3004
697242256848379904,661,2483
696900204696625153,1004,3131
696894894812565505,673,2317
696886256886657024,1767,4791
696877980375769088,703,2414
696754882863349760,356,1466
696744641916489729,921,2042
696713835009417216,641,2351
696518437233913856,1691,3856
696490539101908992,140,1199
696488710901260288,1003,2484
696405997980676096,1142,3164
696100768806522880,642,1903
695816827381944320,1146,2981
695794761660297217,756,3125
695767669421768709,734,1837
695629776980148225,2058,4507
695446424020918272,1788,4347
695409464418041856,3520,8565
695314793360662529,1427,3591
695095422348574720,604,2601
695074328191332352,1076,2804
695064344191721472,583,1585
695051054296211456,782,2628
694925794720792577,908,2664
694905863685980160,923,2720
694669722378485760,14162,35364
694356675654983680,284,1483
694352839993344000,606,2007
694342028726001664,479,1561
694329668942569472,495,1976
694206574471057408,2011,4113
694183373896572928,915,2924
694001791655137281,1013,3362
693993230313091072,395,1852
693942351086120961,363,1726
693647888581312512,574,2649
693644216740769793,122,1334
693642232151285760,406,2506
693629975228977152,780,2413
693622659251335168,368,1515
693590843962331137,1928,4991
693582294167244802,242,1624
693486665285931008,626,1754
693280720173801472,1216,3310
693267061318012928,803,2349
693262851218264065,490,2185
693231807727280129,725,2839
693155686491000832,3162,7785
693109034023534592,601,1691
693095443459342336,451,1833
692919143163629568,741,2647
692905862751522816,855,2396
692901601640583168,593,1739
692894228850999298,785,2234
692828166163931137,870,2830
692752401762250755,3582,6735
692568918515392513,1509,4303
692535307825213440,1339,3121
692530551048294401,407,1811
692423280028966913,224,1464
692417313023332352,3410,9250
692187005137076224,805,2501
692158366030913536,778,2123
692142790915014657,388,1627
692041934689402880,1250,3373
692017291282812928,941,2857
691820333922455552,1632,3916
691793053716221953,4158,8045
691756958957883396,979,2818
691675652215414786,500,1935
691483041324204033,558,2364
691459709405118465,1122,3993
691444869282295808,838,2619
691416866452082688,7524,19085
691321916024623104,652,2538
691096613310316544,868,2932
691090071332753408,329,1703
690989312272396288,2828,5832
690959652130045952,1228,3535
690938899477221376,1920,4045
690932576555528194,1000,3244
690735892932222976,1249,3735
690728923253055490,508,2153
690690673629138944,808,2304
690649993829576704,273,1286
690607260360429569,18,293
690597161306841088,595,1933
690400367696297985,443,1867
690374419777196032,835,3220
690360449368465409,866,2642
690348396616552449,508,1492
690248561355657216,412,1655
690021994562220032,1014,2755
690015576308211712,721,2461
690005060500217858,1662,3627
689999384604450816,362,1402
689993469801164801,443,1445
689977555533848577,439,1353
689905486972461056,690,2412
689877686181715968,1147,3003
689835978131935233,738,2147
689661964914655233,916,3188
689659372465688576,3798,10257
689623661272240129,631,2206
689599056876867584,5429,11498
689557536375177216,450,2019
689517482558820352,1409,3354
689289219123089408,925,2235
689283819090870273,1087,3228
689280876073582592,697,1958
689275259254616065,242,1133
689255633275777024,1068,2528
689154315265683456,984,3044
689143371370250240,502,1997
688916208532455424,853,2683
688908934925697024,752,2091
688898160958271489,770,2073
688894073864884227,678,2219
688828561667567616,366,1363
688804835492233216,191,956
688789766343622656,654,2196
688547210804498433,687,2562
688519176466644993,716,2297
688385280030670848,4415,9172
688211956440801280,817,2219
688179443353796608,577,2117
688116655151435777,760,2793
688064179421470721,356,1712
687841446767013888,2468,5389
687826841265172480,1106,2712
687818504314159109,933,2448
687807801670897665,710,2373
687732144991551489,653,1737
687704180304273409,829,2403
687664829264453632,504,1916
687494652870668288,568,1878
687480748861947905,235,1582
687476254459715584,522,1964
687460506001633280,539,2035
687399393394311168,608,1871
687317306314240000,9045,19906
687312378585812992,1871,4304
687127927494963200,2235,5367
687124485711986689,498,2151
687109925361856513,2419,5726
687102708889812993,965,2316
687096057537363968,595,2209
686947101016735744,3149,8529
686760001961103360,1359,3479
686749460672679938,1435,3436
686730991906516992,1184,4087
686683045143953408,787,2793
686618349602762752,1347,3666
686606069955735556,537,1869
686394059078897668,682,1724
686386521809772549,867,3217
686377065986265092,556,2180
686358356425093120,659,2159
686286779679375361,1637,3955
686050296934563840,718,2191
686035780142297088,115,1137
686034024800862208,1128,3047
686007916130873345,403,2454
686003207160610816,615,1806
685973236358713344,515,2072
685943807276412928,583,1612
685906723014619143,2833,7417
685681090388975616,120,2005
685667379192414208,556,2334
685663452032069632,1432,3188
685641971164143616,767,2905
685547936038666240,15385,32514
685532292383666176,1142,3001
685325112850124800,3903,9346
685321586178670592,628,2621
685315239903100929,1026,3267
685307451701334016,437,2047
685268753634967552,1184,3055
685198997565345792,659,2313
685169283572338688,1406,4059
684969860808454144,363,2364
684959798585110529,3076,6748
684940049151070208,1030,3172
684926975086034944,456,3445
684914660081053696,1432,3473
684902183876321280,520,1852
684880619965411328,797,2065
684830982659280897,21352,34589
684800227459624960,988,2702
684594889858887680,3454,8808
684588130326986752,1385,4074
684567543613382656,1192,2980
684538444857667585,934,2621
684481074559381504,1152,3837
684460069371654144,554,1949
684241637099323392,3227,8025
684225744407494656,203,1213
684222868335505415,1348,3774
684200372118904832,1020,2124
684195085588783105,501,1877
684188786104872960,1153,3451
684177701129875456,657,1994
684147889187209216,1493,2954
684122891630342144,463,1980
684097758874210310,1410,4061
683857920510050305,1106,3756
683852578183077888,340,1913
683849932751646720,950,2573
683834909291606017,1095,2592
683828599284170753,1051,2762
683773439333797890,1326,3306
683742671509258241,3246,6389
683515932363329536,2836,7247
683498322573824003,950,3136
683481228088049664,985,2629
683462770029932544,662,2397
683449695444799489,1581,3845
683391852557561860,2367,7542
683357973142474752,902,2869
683142553609318400,1027,2836
683111407806746624,896,3366
683098815881154561,645,2141
683078886620553216,552,1966
683030066213818368,729,2143
682962037429899265,16262,36320
682808988178739200,165,1756
682788441537560576,1091,2446
682750546109968385,429,1501
682697186228989953,355,1303
682662431982772225,1061,3018
682638830361513985,587,2052
682429480204398592,1136,3394
682406705142087680,1740,7464
682393905736888321,657,2206
682389078323662849,451,1636
682303737705140231,958,3015
682259524040966145,1179,4079
682242692827447297,1142,3201
682088079302213632,9698,18007
682059653698686977,1652,4871
682047327939461121,922,3153
682032003584274432,1968,6489
682003177596559360,1494,3083
681981167097122816,1017,2775
681891461017812993,800,2441
681694085539872773,3999,12642
681679526984871937,431,1747
681654059175129088,912,2606
681610798867845120,459,1878
681579835668455424,1279,3504
681523177663676416,5662,14085
681340665377193984,273,1627
681339448655802368,4020,9158
681320187870711809,728,2611
681302363064414209,1786,3886
681297372102656000,936,3168
681281657291280384,1085,3190
681261549936340994,266,1436
681242418453299201,521,1467
681231109724700672,476,2378
681193455364796417,1453,3648
680970795137544192,645,2389
680959110691590145,1969,4524
680940246314430465,1031,3163
680934982542561280,428,2063
680913438424612864,612,2366
680889648562991104,357,1739
680836378243002368,1297,3415
680805554198020098,655,2127
680801747103793152,805,2348
680798457301471234,1012,2810
680609293079592961,687,2594
680583894916304897,1307,3573
680497766108381184,1875,4177
680494726643068929,478,1694
680473011644985345,734,2508
680440374763077632,491,1426
680221482581123072,289,1448
680206703334408192,1144,2790
680191257256136705,489,2112
680176173301628928,1521,3841
680161097740095489,722,2293
680145970311643136,1707,3557
680130881361686529,924,2252
680115823365742593,885,2676
680100725817409536,1346,3520
680085611152338944,8826,12619
680070545539371008,845,2548
679877062409191424,639,1957
679872969355714560,651,2152
679862121895714818,604,2417
679854723806179328,1204,2808
679844490799091713,746,2331
679828447187857408,13740,35673
679777920601223168,1078,3053
679736210798047232,776,2058
679729593985699840,809,2130
679722016581222400,459,1632
679530280114372609,2040,4714
679527802031484928,708,2598
679511351870550016,1243,3300
679503373272485890,1438,3121
679475951516934144,626,2059
679462823135686656,18391,31010
679405845277462528,1175,2331
679158373988876288,7857,20893
679148763231985668,1005,2728
679132435750195208,1129,2923
679111216690831360,2525,5861
679062614270468097,7893,16626
679047485189439488,650,2203
679001094530465792,1195,2775
678991772295516161,1131,2249
678969228704284672,447,1611
678800283649069056,875,2519
678798276842360832,1135,3392
678774928607469569,883,2756
678767140346941444,1325,3458
678764513869611008,462,1603
678755239630127104,3199,6960
678740035362037760,1638,3673
678708137298427904,2370,5485
678675843183484930,1421,2801
678643457146150913,392,2006
678446151570427904,1504,3921
678424312106393600,2478,5365
678410210315247616,1762,4121
678399652199309312,30952,77647
678396796259975168,405,1559
678389028614488064,410,1827
678380236862578688,886,2384
678341075375947776,522,1697
678334497360859136,246,1280
678278586130948096,5937,11197
678255464182861824,356,1553
678023323247357953,374,1873
678021115718029313,6177,13313
677961670166224897,1641,3341
677918531514703872,397,1312
677895101218201600,2015,4714
677716515794329600,958,2994
677700003327029250,1410,3315
677698403548192770,311,1203
677687604918272002,824,2432
677673981332312066,1459,3259
677662372920729601,927,1907
677644091929329666,779,1805
677573743309385728,684,2079
677565715327688705,451,1272
677557565589463040,1122,2389
677547928504967168,3579,6778
677530072887205888,222,1039
677335745548390400,1723,2967
677334615166730240,277,1314
677331501395156992,230,1060
677328882937298944,1460,3553
677314812125323265,520,1600
677301033169788928,391,1203
677269281705472000,687,1929
677228873407442944,1593,3460
677187300187611136,887,2675
676975532580409345,1034,2701
676957860086095872,789,2182
676949632774234114,384,1269
676948236477857792,841,2101
676946864479084545,358,1688
676942428000112642,726,2016
676936541936185344,4787,12387
676916996760600576,1757,2896
676897532954456065,707,2190
676864501615042560,687,2041
676821958043033607,15086,22307
676819651066732545,646,1774
676811746707918848,412,1387
676776431406465024,1966,4864
676617503762681856,928,2808
676613908052996102,195,1050
676606785097199616,416,1841
676603393314578432,371,1131
676593408224403456,2090,4432
676590572941893632,117,893
676588346097852417,757,2249
676582956622721024,264,1156
676575501977128964,1080,2504
676533798876651520,534,1824
676496375194980353,517,1473
676470639084101634,4509,11281
676440007570247681,641,1675
676430933382295552,329,1358
676263575653122048,524,2025
676237365392908289,278,1171
676219687039057920,30034,74246
676215927814406144,555,1682
676191832485810177,1000,2215
676146341966438401,638,1865
676121918416756736,1124,2099
676101918813499392,1131,2743
676098748976615425,1369,2909
676089483918516224,423,1270
675898130735476737,555,1563
675891555769696257,826,2058
675888385639251968,924,2302
675878199931371520,1355,4046
675870721063669760,547,1570
675853064436391936,1248,2606
675849018447167488,138,910
675845657354215424,847,2196
675822767435051008,518,1476
675820929667219457,227,1013
675798442703122432,3300,9933
675781562965868544,450,1575
675740360753160193,329,1129
675710890956750848,784,1819
675707330206547968,658,1904
675706639471788032,90,624
675534494439489536,396,1771
675531475945709568,368,1144
675522403582218240,275,1004
675517828909424640,451,1243
675501075957489664,5617,16600
675497103322386432,1241,3026
675489971617296384,571,1248
675483430902214656,942,1783
675432746517426176,549,1462
675372240448454658,499,1622
675362609739206656,221,1020
675354435921575936,16142,31390
675349384339542016,2186,3785
675334060156301312,1236,2665
675166823650848770,1526,3436
675153376133427200,2473,6011
675149409102012420,1617,3621
675147105808306176,220,907
675146535592706048,284,1138
675145476954566656,855,2054
675135153782571009,459,1260
675113801096802304,754,1875
675111688094527488,240,922
675109292475830276,1090,2696
675047298674663426,307,1029
675015141583413248,1130,2600
675006312288268288,212,942
675003128568291329,444,1504
674999807681908736,1062,2157
674805413498527744,342,828
674800520222154752,816,2902
674793399141146624,1043,2414
674790488185167872,241,1061
674788554665512960,203,781
674781762103414784,1146,1934
674774481756377088,451,1068
674767892831932416,748,1754
674764817387900928,228,762
674754018082705410,424,1316
674752233200820224,445,1409
674743008475090944,523,1346
674742531037511680,49,465
674739953134403584,372,1060
674737130913071104,83,620
674690135443775488,452,1102
674670581682434048,617,1547
674664755118911488,238,882
674646392044941312,468,1378
674644256330530816,259,996
674638615994089473,558,1624
674632714662858753,548,1446
674606911342424069,93,901
674468880899788800,1938,5979
674447403907457024,345,1023
674436901579923456,369,1071
674422304705744896,518,1375
674416750885273600,131,664
674410619106390016,441,1153
674394782723014656,549,1456
674372068062928900,301,819
674330906434379776,72,544
674318007229923329,499,1352
674307341513269249,6640,10907
674291837063053312,5594,14109
674271431610523648,698,1505
674269164442398721,220,874
674265582246694913,803,1575
674262580978937856,431,1256
674255168825880576,519,1399
674082852460433408,159,730
674075285688614912,270,952
674063288070742018,2090,6117
674053186244734976,1232,3157
674051556661161984,467,1392
674045139690631169,609,1345
674042553264685056,121,688
674038233588723717,401,1062
674036086168010753,195,819
674024893172875264,1167,1700
674019345211760640,289,1081
674014384960745472,608,1495
674008982932058114,337,1145
673956914389192708,909,1870
673919437611909120,353,1122
673906403526995968,1552,3042
673887867907739649,242,903
673716320723169284,715,2959
673715861853720576,1964,3400
673711475735838725,284,995
673709992831262724,257,800
673708611235921920,272,1029
673707060090052608,372,1054
673705679337693185,390,1205
673700254269775872,538,1370
673697980713705472,1868,3793
673689733134946305,612,1665
673688752737402881,470,1209
673686845050527744,410,1372
673680198160809984,439,1310
673662677122719744,349,1196
673656262056419329,222,690
673636718965334016,342,1053
673612854080196609,682,1531
673583129559498752,340,1142
673580926094458881,260,795
673576835670777856,536,1325
673363615379013632,289,981
673359818736984064,641,1383
673355879178194945,542,1435
673352124999274496,513,1590
673350198937153538,198,717
673345638550134785,1199,2403
673343217010679808,257,922
673342308415348736,543,1211
673320132811366400,7467,12852
673317986296586240,243,839
673295268553605120,3007,7195
673270968295534593,345,1026
673240798075449344,681,1365
673213039743795200,795,2140
673148804208660480,592,1623
672997845381865473,676,1886
672995267319328768,273,907
672988786805112832,272,941
672984142909456390,516,1201
672980819271634944,959,1745
672975131468300288,855,1596
672970152493887488,339,909
672968025906282496,514,1267
672964561327235073,614,1361
672902681409806336,466,1307
672898206762672129,402,861
672884426393653248,800,1474
672877615439593473,331,988
672834301050937345,537,1252
672828477930868736,463,1197
672640509974827008,300,934
672622327801233409,462,1236
672614745925664768,552,1172
672609152938721280,372,1063
672604026190569472,380,1060
672594978741354496,582,1276
672591762242805761,320,912
672591271085670400,177,691
672538107540070400,344,987
672523490734551040,160,600
672488522314567680,411,1058
672482722825261057,567,1075
672481316919734272,122,687
672475084225949696,663,1383
672466075045466113,504,1294
672272411274932228,3179,6159
672267570918129665,587,1421
672264251789176834,319,1085
672256522047614977,1458,2698
672254177670729728,703,1372
672248013293752320,567,1656
672245253877968896,146,653
672239279297454080,306,857
672231046314901505,955,1744
672222792075620352,202,751
672205392827572224,1092,2157
672169685991993344,346,974
672160042234327040,339,839
672139350159835138,656,1661
672125275208069120,1081,2280
672095186491711488,351,952
672082170312290304,346,902
672068090318987265,484,1234
671896809300709376,3962,8122
671891728106971137,542,1255
671882082306625538,1317,3300
671879137494245376,632,1348
671874878652489728,521,1198
671866342182637568,466,1071
671855973984772097,412,859
671789708968640512,3279,6738
671768281401958400,466,1147
671763349865160704,852,1592
671744970634719232,719,1290
671743150407421952,225,718
671735591348891648,716,1379
671729906628341761,4114,8107
671561002136281088,6847,12194
671550332464455680,199,866
671547767500775424,557,1286
671544874165002241,998,1871
671542985629241344,533,1042
671538301157904385,365,886
671536543010570240,384,1114
671533943490011136,548,975
671528761649688577,244,803
671520732782923777,500,1331
671518598289059840,283,903
671511350426865664,667,1517
671504605491109889,3361,6660
671497587707535361,424,877
671488513339211776,451,955
671486386088865792,184,551
671485057807351808,221,726
671390180817915904,704,1375
671362598324076544,282,1055
671357843010908160,146,381
671355857343524864,113,462
671347597085433856,405,912
671186162933985280,197,698
671182547775299584,318,1066
671166507850801152,326,832
671163268581498880,1035,1563
671159727754231808,75,348
671154572044468225,206,677
671151324042559489,143,636
671147085991960577,202,637
671141549288370177,620,1096
671138694582165504,376,878
671134062904504320,181,706
671122204919246848,2369,3321
671115716440031232,734,1301
671109016219725825,411,1091
670995969505435648,277,1058
670842764863651840,8219,23529
670840546554966016,183,557
670838202509447168,654,1056
670833812859932673,115,418
670832455012716544,206,697
670826280409919488,3841,5262
670823764196741120,176,736
670822709593571328,90,575
670815497391357952,1455,3019
670811965569282048,254,1073
670807719151067136,463,1110
670804601705242624,907,1866
670803562457407488,84,327
670797304698376195,222,703
670792680469889025,258,784
670789397210615808,223,628
670786190031921152,191,568
670783437142401025,362,786
670782429121134593,728,1477
670780561024270336,272,756
670778058496974848,70,317
670764103623966721,398,1034
670755717859713024,101,421
670733412878163972,483,913
670727704916926465,337,792
670717338665226240,456,1133
670704688707301377,351,735
670691627984359425,231,559
670679630144274432,268,715
670676092097810432,39,233
670668383499735048,4729,10176
670474236058800128,701,1441
670468609693655041,82,339
670465786746662913,513,927
670452855871037440,192,523
670449342516494336,615,1149
670444955656130560,1876,6406
670442337873600512,189,616
670435821946826752,485,1006
670434127938719744,611,1342
670433248821026816,106,315
670428280563085312,585,1322
670427002554466305,149,496
670421925039075328,601,1247
670420569653809152,298,590
670417414769758208,304,544
670411370698022913,842,1927
670408998013820928,207,531
670403879788544000,143,408
670385711116361728,191,541
670374371102445568,252,716
670361874861563904,61,313
670338931251150849,101,405
670319130621435904,1150,3717
670303360680108032,123,413
670290420111441920,268,663
670093938074779648,314,981
670086499208155136,239,668
670079681849372674,1156,2112
670073503555706880,746,1484
670069087419133954,225,593
670061506722140161,314,728
670055038660800512,307,636
670046952931721218,162,617
670040295598354432,104,719
670037189829525505,258,566
670003130994700288,85,315
669993076832759809,79,310
669972011175813120,148,421
669970042633789440,54,286
669942763794931712,150,482
669926384437997569,92,358
669923323644657664,53,223
669753178989142016,374,769
669749430875258880,63,250
669684865554620416,84,491
669683899023405056,102,368
669682095984410625,128,335
669680153564442624,268,638
669661792646373376,410,772
669625907762618368,1704,3351
669603084620980224,341,909
669597912108789760,142,487
669583744538451968,871,1421
669573570759163904,130,418
669571471778410496,958,1517
669567591774625800,51,223
669564461267722241,115,371
669393256313184256,69,343
669375718304980992,685,1263
669371483794317312,168,470
669367896104181761,141,438
669363888236994561,214,596
669359674819481600,113,354
669354382627049472,1207,2562
669353438988365824,245,597
669351434509529089,169,411
669328503091937280,394,970
669327207240699904,114,548
669324657376567296,196,477
669216679721873412,383,1142
669214165781868544,150,418
669203728096960512,441,960
669037058363662336,295,626
669015743032369152,352,711
669006782128353280,229,553
669000397445533696,6008,19927
668994913074286592,210,421
668992363537309700,320,714
668989615043424256,312,641
668988183816871936,437,866
668986018524233728,155,526
668981893510119424,284,515
668979806671884288,328,760
668975677807423489,549,1241
668967877119254528,21,140
668960084974809088,230,670
668955713004314625,67,262
668932921458302977,54,248
668902994700836864,94,302
668892474547511297,140,382
668872652652679168,285,502
668852170888998912,151,429
668826086256599040,125,414
668815180734689280,247,533
668779399630725120,349,674
668655139528511488,206,496
668645506898350081,502,832
668643542311546881,498,833
668641109086707712,510,1019
668636665813057536,465,991
668633411083464705,1513,2666
668631377374486528,300,676
668627278264475648,107,297
668625577880875008,121,363
668623201287675904,707,1354
668620235289837568,38,188
668614819948453888,300,585
668587383441514497,1010,1581
668567822092664832,49,227
668544745690562560,214,487
668542336805281792,200,431
668537837512433665,67,241
668528771708952576,210,440
668507509523615744,98,310
668496999348633600,124,389
668484198282485761,220,407
668480044826800133,139,436
668466899341221888,482,849
668297328638447616,278,597
668291999406125056,29,231
668286279830867968,128,478
668274247790391296,222,780
668268907921326080,222,527
668256321989451776,566,1227
668248472370458624,452,918
668237644992782336,2669,5877
668226093875376128,96,283
668221241640230912,186,491
668204964695683073,184,528
668190681446379520,190,613
668171859951755264,182,460
668154635664932864,291,472
668142349051129856,263,549
668113020489474048,221,640
667937095915278337,750,1187
667924896115245057,106,280
667915453470232577,53,198
667911425562669056,279,469
667902449697558528,359,817
667886921285246976,1010,1774
667885044254572545,445,782
667878741721415682,111,374
667873844930215936,383,594
667866724293877760,975,2879
667861340749471744,74,230
667832474953625600,59,283
667806454573760512,461,1004
667801013445750784,92,313
667793409583771648,311,671
667782464991965184,231,394
667773195014021121,52,223
667766675769573376,204,419
667728196545200128,143,362
667724302356258817,303,457
667550904950915073,32,0
667550882905632768,32,0
667549055577362432,2115,5490
667546741521195010,115,323
667544320556335104,493,815
667538891197542400,61,194
667534815156183040,494,778
667530908589760512,224,443
667524857454854144,1052,1614
667517642048163840,180,350
667509364010450944,2001,6452
667502640335572993,210,514
667495797102141441,249,496
667491009379606528,210,499
667470559035432960,89,243
